NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 2822;R PROF AUGUSTO GRACO DOS SANTOS,782 - VILA JUDITE - ITAPETININGA - SP ;5439;4;
Cliente Ficticio 2823;R RIO ESPERA,    12 - CAPAO DO EMBIRA - SAO PAULO - SP ;17144;4;
Cliente Ficticio 2824;AV PEIXE CAVALO,260,BLOCO28 APT 304 - TARUMA-ACU - MANAUS - AM ;791;4;
Cliente Ficticio 2825;R VERE,    55, FT - VILA CARIOCA - GUARULHOS - SP ;20405;4;
Cliente Ficticio 2826;R CEL JOAO DE OLIVEIRA MELO,624 - VILA ANTONIETA - SAO PAULO - SP ;4529;4;
Cliente Ficticio 2827;R IRMA FILOMENA,   719 - VILA NOVA CAROLINA - SAO PAULO - SP ;23928;4;
Cliente Ficticio 2828;R CECILIA FONSECA COUTINHO,283,APARTAMENTO 102 - CASTELO - BELO HORIZONTE - MG ;30372;4;
Cliente Ficticio 2829;R IZIDORO CONTE,    77 - JARDIM SANTA ROSA - JAU - SP ;3077;4;
Cliente Ficticio 2831;R NOSSA SRA MAE DOS HOMENS,1001,APT 602 - VILA PROGRESSO - GUARULHOS - SP ;32545;4;
Cliente Ficticio 2833;R RECIFE,    58 - GUAIAUNA - SAO PAULO - SP ;16480;4;
Cliente Ficticio 2834;R LUIZ HENRIQUE DE OLIVEIRA,   111, APT 11 - QUITAUNA - OSASCO - SP ;29720;4;
Cliente Ficticio 2835;R JOAQUIM AUGUSTO MONTEIRO,644 - JARDIM CONCEICAO (SOUSAS) - CAMPINAS - SP ;21150;4;
Cliente Ficticio 2836;R LUIZ SOARES,    40, CASA 2 - IMIRIM - SAO PAULO - SP ;20733;4;
Cliente Ficticio 2837;R ANDRADE NEVES,  4107, APT 201 - CENTRO - PELOTAS - RS ;13051;4;
Cliente Ficticio 2838;R MANOEL ANTONIO DA SILVA,    66, BL 4, APT 21 - PARQUE SAO LUIS - CUBATAO - SP ;14893;4;
Cliente Ficticio 2839;R DA. OLGA,51 - CAROLINA - NOVA IGUACU - RJ ;2000;4;
Cliente Ficticio 2840;R THEREZA BALDO LOPES,    25, BL 05, APT 201 - CANDELARIA - BELO HORIZONTE - MG ;30928;4;
Cliente Ficticio 2841;AV DR TANCREDO DE ALMEIDA NEVES,   147 - JARDIM SANTA RITA DE CASSIA - BRAGANCA PAULISTA - SP ;1939;4;
Cliente Ficticio 2842;TERCEIRA AVENIDA, LT 1530B, APT 101 - NUCLEO BANDEIRANTE - BRASILIA - DF ;19025;4;
Cliente Ficticio 2843;R JORN CESAR MAGALHAES,   399, ED TERRASSE, APT 1001 - PATRIOLINO RIBEIRO - FORTALEZA - CE ;39305;4;
Cliente Ficticio 2844;R DR LUIZ MIGLIANO,   631, BL 6 / SAN DIEGO, APT 113 - JARDIM VAZANI - SAO PAULO - SP ;31134;4;
Cliente Ficticio 2845;R CDOR ALFREDO MAFFEI,  2340 - JARDIM SAO CARLOS - SAO CARLOS - SP ;25557;4;
Cliente Ficticio 2846;R TEN AZEVEDO,   142, BL CLARICE, APT 85 - ACLIMACAO - SAO PAULO - SP ;14059;4;
Cliente Ficticio 2847;R SATURNO,    52, APT 301 - ANA LUCIA - BELO HORIZONTE - MG ;17536;4;
Cliente Ficticio 2848;R CAMBEMBE,    53, APT 51 - CIDADE MAE DO CEU - SAO PAULO - SP ;28476;4;
Cliente Ficticio 2849;SQN, QD 305, BL C, APT 312 - ASA NORTE - BRASILIA - DF ;24900;4;
Cliente Ficticio 2850;R ABRAMO LUCHESI,    19, CASA 1 - FERRAZOPOLIS - SAO BERNARDO DO CAMPO - SP ;19318;4;
Cliente Ficticio 2851;R ANA NERY,50 - PARQUE IMPERIAL - BARUERI - SP ;33115;4;
Cliente Ficticio 2852;R DAS ORQUIDEAS,134 - JD RINCAO - SAO PAULO - SP ;17385;4;
Cliente Ficticio 2853;R CANDIDO MARIANO,284 - CENTRO NORTE - CUIABA - MT ;16690;4;
Cliente Ficticio 2855;R PEDRO AMERICO,   249, BL SOARES IV, APT 13 - CAMPO GRANDE - SANTOS - SP ;14712;4;
Cliente Ficticio 2857;R JOAQUIM DOS SANTOS,   165 - JARDIM IMPERIAL - SAO PAULO - SP ;18635;4;
Cliente Ficticio 2858;R NICOLA GIARDULI,   655 - JARDIM ARLINDO LAGUNA - RIBEIRAO PRETO - SP ;24169;4;
Cliente Ficticio 2859;R AZEVEDO SOARES,   762, APT 161 - VILA GOMES CARDIM - SAO PAULO - SP ;23676;4;
Cliente Ficticio 2860;R N SRA DE PRAIA GRANDE,   529, BL 02, APT 16 - CAICARA - PRAIA GRANDE - SP ;16499;4;
Cliente Ficticio 2861;R DOS MANDIS,    95 - JARDIM PARQUE JUPIA - PIRACICABA - SP ;22878;4;
Cliente Ficticio 2862;R FRANCISCO BARRETO LEME,883,CASA 1 - VILA SAO GERALDO - TAUBATE - SP ;30821;4;
Cliente Ficticio 2863;R DR ZOROASTRO GOUVEIA,   307 - JARDIM UNIVERSITARIO - MARILIA - SP ;23155;4;
Cliente Ficticio 2864;R QUITERIA PEREIRA,161 - PALMITAL - MARILIA - SP ;14350;4;
Cliente Ficticio 2865;R CASEMIRO DE ABREU,   776, APT 14 - CERAMICA - SAO CAETANO DO SUL - SP ;1941;4;
Cliente Ficticio 2866;R SAMPEI SATO,   142 - JARDIM MATARAZZO - SAO PAULO - SP ;19209;4;
Cliente Ficticio 2867;R GENTIL PORTUGAL DO BRASIL,    55, BL 51, APT 204 - CAMARGOS - BELO HORIZONTE - MG ;1083;4;
Cliente Ficticio 2869;R PE RAPOSO,  1159 - MOOCA - SAO PAULO - SP ;1937;4;
Cliente Ficticio 2870;R MARTINHO LUTERO,   139, CASA 1 - JARDIM CAMPO LIMPO - SAO PAULO - SP ;26092;4;
Cliente Ficticio 2871;R TUCUNA,   908, APT 102 - PERDIZES - SAO PAULO - SP ;28960;4;
Cliente Ficticio 2872;R SOBRAL,   245, APT 202 - SANTA LUCIA - BELO HORIZONTE - MG ;32210;4;
Cliente Ficticio 2873;R XANXERE,   216 - CEARA - CRICIUMA - SC ;9927;4;
Cliente Ficticio 2874;R PINDORAMA,   401 - JORDANOPOLIS - SAO BERNARDO DO CAMPO - SP ;38693;4;
Cliente Ficticio 2875;R CARLOS CYRILLO JUNIOR,    92, AND 02 - JARDIM LEONOR - SAO PAULO - SP ;111215;4;
Cliente Ficticio 2876;R FRANCISCO JOSE DOS SANTOS AGOSTINHO,25,CASA 04 - BOSQUE DAS PALMEIRAS - CAMPINAS - SP ;16754;4;
Cliente Ficticio 2877;R LUIZ FIGUEIREDO FILHO,  1767 - VILA NOSSA SENHORA DO BONFIM - SAO JOSE DO RIO PRETO - SP ;15384;4;
Cliente Ficticio 2879;AV ROLAND GARROS,  2019 - JARDIM BRASIL (ZONA NORTE) - SAO PAULO - SP ;24943;4;
Cliente Ficticio 2880;AV ARARY SIQUEIRA MOSCATELLO,   411 - JARDIM DO PORTAL - JACAREI - SP ;11004;4;
Cliente Ficticio 2881;R MARCIONILIO LESSA,    35 - VILA DOS ANDRADAS - SAO PAULO - SP ;22414;4;
Cliente Ficticio 2882;TV AIRO DE MARTINO, QD 1, - 5 - CENTRO - BAURU - SP ;4701;4;
Cliente Ficticio 2883;R MARCELINA RAMOS MEIRA,   326 - JD STA IZABEL - HORTOLANDIA - SP ;20979;4;
Cliente Ficticio 2884;R ROLANDO JULIO DUCLOS,   253, CASA 2 - NOVA PETROPOLIS - SAO BERNARDO DO CAMPO - SP ;16558;4;
Cliente Ficticio 2885;R CAPISTRANO DE ABREU,503 - VILA SUISSA - MOGI DAS CRUZES - SP ;16224;4;
Cliente Ficticio 2886;R ADALIVIA DE TOLEDO,   235, APT 40 - PAINEIRAS DO MORUMBI - SAO PAULO - SP ;40710;4;
Cliente Ficticio 2887;R CHILE,   777 - SANTO ANTONIO - CRUZ ALTA - RS ;21980;4;
Cliente Ficticio 2888;R CNSO LAFAIETE,   517, APT 101 - SAGRADA FAMILIA - BELO HORIZONTE - MG ;27484;4;
Cliente Ficticio 2889;R PRIMEIRO DE MAIO,   126 - CENTRO - SANTO ANDRE - SP ;111682;4;
Cliente Ficticio 2890;R SABIA,   151 - SERRARIA - SAO JOSE - SC ;17641;4;
Cliente Ficticio 2891;R ANTONIO VIEIRA DE SOUZA,    18 - SANTANA - SAO JOSE DOS CAMPOS - SP ;34020;4;
Cliente Ficticio 2893;R CEARA,   798 - VILA BRASIL - SANTA BARBARA D OESTE - SP ;21387;4;
Cliente Ficticio 2894;R HELENA ABDALLA,25,AP 504 - LUXEMBURGO - BELO HORIZONTE - MG ;41274;4;
Cliente Ficticio 2895;R POE MARIO LAGO,    11 - PITIMBU - NATAL - RN ;21442;4;
Cliente Ficticio 2896;QR, QD 108, CJ 08, CASA 05 - SAMAMBAIA - BRASILIA - DF ;15435;4;
Cliente Ficticio 2897;R AMERICO CARAVIERI,   884 - VL STOS DUMONT - FRANCA - SP ;12379;4;
Cliente Ficticio 2898;QR, QD O, CJ C, CASA 12 - CANDANGOLANDIA - BRASILIA - DF ;14444;4;
Cliente Ficticio 2899;R FARM FRITZ HAUFE,    11 - TRIBESS - BLUMENAU - SC ;4831;4;
Cliente Ficticio 2900;R CLAUDIO PEREIRA DA CRUZ,731,CASA - AFONSO PENA - SAO JOSE DOS PINHAIS - PR ;8595;4;
Cliente Ficticio 2901;R NICOLA VITICOW,   134 - SOBRINHO - CAMPO GRANDE - MS ;19601;4;
Cliente Ficticio 2902;AV VSC DE GUARAPUAVA,  2594 - CENTRO - CURITIBA - PR ;17239;4;
Cliente Ficticio 2903;R PION JOSE RAIMUNDO DE OLIVEIRA,   131 - JARDIM SAO SILVESTRE - MARINGA - PR ;19336;4;
Cliente Ficticio 2906;R BELO HORIZONTE,  1830, BL RAINHA VITORIA, APT 1003 - ADRIANOPOLIS - MANAUS - AM ;44146;4;
Cliente Ficticio 2907;R QUINZE DE NOVEMBRO,   609, FT - CENTRO - TAUBATE - SP ;22761;4;
Cliente Ficticio 2908;R FORTE DO CALVARIO,    64, CASA 1 - JARDIM VILA FORMOSA - SAO PAULO - SP ;18605;4;
Cliente Ficticio 2909;R ARACAS,   116, CASA 1 - VILA MEDEIROS - SAO PAULO - SP ;24368;4;
Cliente Ficticio 2910;R EUROPA,   501, CASA 2 - TABOAO - SAO BERNARDO DO CAMPO - SP ;15494;4;
Cliente Ficticio 2912;R MACHADO DE ASSIS,   645, APT 41 - CENTRO - OSASCO - SP ;29866;4;
Cliente Ficticio 2913;R STA TEREZINHA,   232, APT 301 - FARROUPILHA - PORTO ALEGRE - RS ;36525;4;
Cliente Ficticio 2914;CONDOMINIO IMPERIO DOS NOBRES,0,QD 01 CJ C CS 22 - REGIAO DOS LAGOS (SOBRADINHO) - BRASILIA - DF ;23656;4;
Cliente Ficticio 2915;R JOSE BRAS MOSCOW,724,APT 204   ED CASTELO DE ROMANELLI, - PIEDADE - JABOATAO DOS GUARARAPES - PE ;14489;4;
Cliente Ficticio 2916;R FRANCISCO DE ABREU,150,CASA - JARDIM IMBE - SAO PAULO - SP ;21740;4;
Cliente Ficticio 2917;R MQ DE ITU,   382, BL 1, APT 53 - VILA BUARQUE - SAO PAULO - SP ;34468;4;
Cliente Ficticio 2918;R TRIPUI,    46, CASA 03 - GUARANI - BELO HORIZONTE - MG ;24996;4;
Cliente Ficticio 2919;R URIMONDUBA,   111, APT 81 - ITAIM BIBI - SAO PAULO - SP ;52303;4;
Cliente Ficticio 2920;R APORE,   871, BL A3, APT 111 - APARECIDA - BELO HORIZONTE - MG ;25567;4;
Cliente Ficticio 2921;R FRANCISCO LUCENA,   193 - CIDADE LIDER - SAO PAULO - SP ;16258;4;
Cliente Ficticio 2922;R ANTONIO GABRIEL DO AMARAL,   170 - JARDIM BRASIL - ATIBAIA - SP ;4838;4;
Cliente Ficticio 2923;R TAGILDE,   119 - PARQUE SAVOY CITY - SAO PAULO - SP ;15778;4;
Cliente Ficticio 2924;R DR NELSON BARBOSA,   272, QD 08, LT 20 - RESIDENCIAL MACHADO I - SAO JOSE DO RIO PRETO - SP ;13636;4;
Cliente Ficticio 2925;R JOAO BALBI,   200, APT 1100 - NAZARE - BELEM - PA ;57024;4;
Cliente Ficticio 2926;R ENG ALFREDO DUARTE,   406, CASA - JARDIM BOTANICO - RIO DE JANEIRO - RJ ;27976;4;
Cliente Ficticio 2927;R VIRGILIO RAMOS,   190 - SAO RAIMUNDO - MANAUS - AM ;65211;4;
Cliente Ficticio 2928;R IRENE P PINTO NOGUEIRA, QD 3, - 33, BL 10, APT 33 - JD NOVA ESPERANCA - BAURU - SP ;18907;4;
Cliente Ficticio 2929;R LUDGERO DOLABELA,579,APT 03 - GUTIERREZ - BELO HORIZONTE - MG ;18852;4;
Cliente Ficticio 2930;R JUTAI,    92 - CIDADE PARQUE ALVORADA - GUARULHOS - SP ;17373;4;
Cliente Ficticio 2932;AV SALGADO FILHO,  3177 - CENTRO - GUARULHOS - SP ;23501;4;
Cliente Ficticio 2933;R IBITIRAMA,  2051, BL GAR, APT 41 - VILA PRUDENTE - SAO PAULO - SP ;31524;4;
Cliente Ficticio 2934;R APARECIDA,449 - JARDIM SANTA ROSALIA - SOROCABA - SP ;17979;4;
Cliente Ficticio 2935;R JOAO BUENO,    26, CASA 2 - VILA CARRAO - SAO PAULO - SP ;2130;4;
Cliente Ficticio 2936;Q, QD 02, CJ A-04, CASA 20 - SOBRADINHO - BRASILIA - DF ;25202;4;
Cliente Ficticio 2937;R MARIA FIGUEIREDO,   648, APT 24 - PARAISO - SAO PAULO - SP ;24022;4;
Cliente Ficticio 2938;R JOAQUIM MENDES DA SILVA,    48 - SITIO CERCADO - CURITIBA - PR ;16575;4;
Cliente Ficticio 2939;R GEN VITORINO,  1753 - CENTRO - URUGUAIANA - RS ;10205;4;
Cliente Ficticio 2941;QNG, QD 30, CASA 14 - TAGUATINGA - BRASILIA - DF ;17933;4;
Cliente Ficticio 2942;R MAJ JOAO BATISTA FRANCA,1611,CASA 3 - PARQUE INDUSTRIAL - SAO JOSE DO RIO PRETO - SP ;18889;4;
Cliente Ficticio 2943;R BR DE LAGUNA,   287 - VILA ALPINA - SAO PAULO - SP ;24920;4;
Cliente Ficticio 2944;R ENTRE RIOS, QD 23, LT 11 - JARDIM PLANALTO - GOIANIA - GO ;34974;4;
Cliente Ficticio 2945;R M,     4, QD 72 - CENTRO AMERICA - CUIABA - MT ;8255;4;
Cliente Ficticio 2946;R DR OSMAR MACIEL,   127 - CENTRAL PARQUE SOROCABA - SOROCABA - SP ;9740;4;
Cliente Ficticio 2947;R NILDE,   238 - VILA CAMILOPOLIS - SANTO ANDRE - SP ;21401;4;
Cliente Ficticio 2948;AV YERVANT KISSAJIKIAN,  1972 - VILA JOANIZA - SAO PAULO - SP ;10018;4;
Cliente Ficticio 2949;R DOZE DE OUTUBRO,   373 - CONCEICAO - OSASCO - SP ;16480;4;
Cliente Ficticio 2951;PSG HELIO LOBATO,    24, CASA B - CABANAGEM - BELEM - PA ;21112;4;
Cliente Ficticio 2952;EST DE ITARARE,860,BL J       APT 20 - RAMOS - RIO DE JANEIRO - RJ ;10742;4;
Cliente Ficticio 2953;R DA PASSAGEM,    75, BL B, APT 502 - BOTAFOGO - RIO DE JANEIRO - RJ ;19887;4;
Cliente Ficticio 2954;R PIRAPITINGUI,    50, APT 24 - LIBERDADE - SAO PAULO - SP ;20576;4;
Cliente Ficticio 2955;R T 61,   191, QD 129, LT 19, APT 601 - SETOR BUENO - GOIANIA - GO ;9908;4;
Cliente Ficticio 2956;R CLAUDINO BARBOSA,   400 - MACEDO - GUARULHOS - SP ;23979;4;
Cliente Ficticio 2957;R TABAJARAS,   181 - BRIEDS - AMERICANA - SP ;39176;4;
Cliente Ficticio 2958;AV M 29,   173, - JARDIM FLORIDIANA - RIO CLARO - SP ;9534;4;
Cliente Ficticio 2959;R FRANCISCO MENDES,   890 - CABRAL - TERESINA - PI ;19580;4;
Cliente Ficticio 2960;R BOTELHO,187,BL A AP 82 - VILA GUARANI - SAO PAULO - SP ;28127;4;
Cliente Ficticio 2961;R JOSE BERNARDO PINTO,99,BL B 1 AP 11 - VILA GUILHERME - SAO PAULO - SP ;12845;4;
Cliente Ficticio 2962;R MAJ MARCELINO,    52 - BRAS - SAO PAULO - SP ;24251;4;
Cliente Ficticio 2964;R ANTONIO RAPOSO,84 - LAPA - SAO PAULO - SP ;17365;4;
Cliente Ficticio 2965;R OSCAR FREIRE,  1668, APT 33 - PINHEIROS - SAO PAULO - SP ;10437;4;
Cliente Ficticio 2966;R DAS MARGARIDAS,    90 - JARDIM JOCKEY CLUB - CAMPO GRANDE - MS ;19964;4;
Cliente Ficticio 2967;R ICAPARA,86 - JARDIM SABARA - SAO PAULO - SP ;25453;4;
Cliente Ficticio 2968;R FRANCISCO LOUREIRO,2007 - VILA FIORI - SOROCABA - SP ;17354;4;
Cliente Ficticio 2969;R JOSE CABRAL ACIOLI,20 - PONTA VERDE - MACEIO - AL ;15444;4;
Cliente Ficticio 2970;R MANILHA,245,SOBRELOJA CASA 2 - VILA CARRAO - SAO PAULO - SP ;14120;4;
Cliente Ficticio 2971;PSG JARDIM DAS PONCIANAS,98 - SACRAMENTA - BELEM - PA ;10078;4;
Cliente Ficticio 2972;R JOSE JUSTINO ALVES TAVEIRA,  5253 - RESIDENCIAL ANA DOROTHEA - FRANCA - SP ;8653;4;
Cliente Ficticio 2973;R ALFREDO BRAGHETTO,149 - JARDIM PAULISTA - RIBEIRAO PRETO - SP ;18829;4;
Cliente Ficticio 2975;R DR ARMANDO BARBEDO,  1315, CASA 05 - TRISTEZA - PORTO ALEGRE - RS ;19415;4;
Cliente Ficticio 2977;R PEREIRA DE ALMEIDA,7,AP 504 - PRACA DA BANDEIRA - RIO DE JANEIRO - RJ ;21162;4;
Cliente Ficticio 2978;R MAJ AVILA GOULART,   100 - PLANALTO - BELO HORIZONTE - MG ;11818;4;
Cliente Ficticio 2979;R CROATA,140 - VILA IPOJUCA - SAO PAULO - SP ;14781;4;
Cliente Ficticio 2980;AV PE ANTONIO JOSE DOS SANTOS,   530, BL E, ZEL - CIDADE MONCOES - SAO PAULO - SP ;22804;4;
Cliente Ficticio 2981;R BOM RETIRO,   235 - SANTO ANDRE - SAO LEOPOLDO - RS ;27577;4;
Cliente Ficticio 2982;R CON VICENTE,   366 - VILA MEDEIROS - SAO PAULO - SP ;175;4;
Cliente Ficticio 2983;SHCES, QD 805, BL C, APT 402 - CRUZEIRO NOVO - BRASILIA - DF ;10389;4;
Cliente Ficticio 2984;R JORGE RUDGE,    77, BL 1, APT 201 - VILA ISABEL - RIO DE JANEIRO - RJ ;41106;4;
Cliente Ficticio 2985;BVD SUICO,33,APTO - NAZARE - SALVADOR - BA ;18250;4;
Cliente Ficticio 2986;AV FLAMBOYANT,6,LT 06,  APT 404 - NORTE (AGUAS CLARAS) - BRASILIA - DF ;50003;4;
Cliente Ficticio 2987;R VASCO DA GAMA,    14 - ITAQUARI - CARIACICA - ES ;22932;4;
Cliente Ficticio 2988;R EDUARDO AVELINO FABIO,    20, CASA 1 - CJ HAB M BIAGI - SERTAOZINHO - SP ;7735;4;
Cliente Ficticio 2989;R JOAO MARQUES PRADO,   262, FD - JARDIM SAO CRISTOVAO - BRAGANCA PAULISTA - SP ;10647;4;
Cliente Ficticio 2990;R OURICURI,655,CASA A - VILA FORMOSA - SAO PAULO - SP ;19828;4;
Cliente Ficticio 2991;R S JOSE DOS PINHAIS,    22 - JARDIM IPE III - MOGI GUACU - SP ;39087;4;
Cliente Ficticio 2992;R IGUATEMI,   462, APT 32 - ITAIM BIBI - SAO PAULO - SP ;24116;4;
Cliente Ficticio 2993;R GUATEMALA,    76, CASA 2 - VILA ENGENHO NOVO - BARUERI - SP ;13739;4;
Cliente Ficticio 2994;AV VEIGA,   511 - CORONEL APARICIO BORGES - PORTO ALEGRE - RS ;20868;4;
Cliente Ficticio 2995;R PE SABOIA DE MEDEIROS,  1327 - VILA MARIA ALTA - SAO PAULO - SP ;42936;4;
Cliente Ficticio 2996;R ACARAPEREIRA,    50, BL C, APT 64 - SITIO MORRO GRANDE - SAO PAULO - SP ;12803;4;
Cliente Ficticio 2997;R RICHARD BATE,     3, / S/N - JARDIM BRASIL (ZONA NORTE) - SAO PAULO - SP ;24798;4;
Cliente Ficticio 2998;R JOSE FRANCISCO LOBO,   734, FD - SENADOR CAMARA - RIO DE JANEIRO - RJ ;20709;4;
Cliente Ficticio 2999;R MONTE ALEGRE,    19, APT 1 - SANTA TERESA - RIO DE JANEIRO - RJ ;14946;4;
Cliente Ficticio 3000;R ALEXANDRE HERCULANO,   104, BL B, APT 22 - BOQUEIRAO - SANTOS - SP ;7045;4;
Cliente Ficticio 3001;QI,18,BL T AP 303 - GUARA I - BRASILIA - DF ;22603;4;
Cliente Ficticio 3002;VLA ANTONIO BORELIO,128 - BELA VISTA - OSASCO - SP ;6546;4;
Cliente Ficticio 3003;AV ULTRAMARINO,  1080 - LAUZANE PAULISTA - SAO PAULO - SP ;23604;4;
Cliente Ficticio 3004;R OSIRIS MAGALHAES DE ALMEIDA,   652, BL B, APT 72 - JARDIM MONTE KEMEL - SAO PAULO - SP ;5199;4;
Cliente Ficticio 3005;R MIN JOAO MENDES,   228, BL B, APT 24 - EMBARE - SANTOS - SP ;151;4;
Cliente Ficticio 3008;R DEZ,   189,   RES PR NAMOR - RES PR NAMORADOS - AMERICANA - SP ;4002;4;
Cliente Ficticio 3009;AV CIPRIANO RODRIGUES,   875, BL 1, APT 42 - VILA FORMOSA - SAO PAULO - SP ;19927;4;
Cliente Ficticio 3011;R HUMBERTO MAURO,     8 - DUMAS - RIO DE JANEIRO - RJ ;22123;4;
Cliente Ficticio 3013;R DOS AMARILIS,540 - PARQUE CECAP - VALINHOS - SP ;24695;4;
Cliente Ficticio 3014;R CARLOS PRADI,45 - JARDIM DAS AMERICAS - CURITIBA - PR ;18221;4;
Cliente Ficticio 3015;R EDIMBURGO,   172 - VILA LONDRINA - SAO PAULO - SP ;3105;4;
Cliente Ficticio 3016;R SD PRIM RODRIGUES CANES,   140, CASA 1 - JARDIM DO PAPAI - GUARULHOS - SP ;20396;4;
Cliente Ficticio 3017;R TEOFILO PIRES,    33 - BOA VISTA - BELO HORIZONTE - MG ;5800;4;
Cliente Ficticio 3018;R JOEL TEIXEIRA DE SOUZA,320 - RESIDENCIAL MOMBACA - PINDAMONHANGABA - SP ;4932;4;
Cliente Ficticio 3019;R AMPARO,   275 - JARDIM NOVO CAMPOS ELISEOS - CAMPINAS - SP ;22697;4;
Cliente Ficticio 3020;R CALH ERNESTO GIULIANO,   838, FT - OLIMPICO - SAO CAETANO DO SUL - SP ;10523;4;
Cliente Ficticio 3021;R S POMPONIO,   319 - VILA ORATORIO - SAO PAULO - SP ;16009;4;
Cliente Ficticio 3022;AV MARIO PERNAMBUCO,   418 - VILA NOVA MAZZEI - SAO PAULO - SP ;16148;4;
Cliente Ficticio 3023;R BONITA,   205 - VILA MAZZEI - SAO PAULO - SP ;17750;4;
Cliente Ficticio 3024;R BELA BRISA,    93 - CIDADE PATRIARCA - SAO PAULO - SP ;13585;4;
Cliente Ficticio 3025;R JOAO DE CAMPOS BUENO,   273 - JARDIM MORADA DO SOL - INDAIATUBA - SP ;1935;4;
Cliente Ficticio 3026;R MQ DE JACAREPAGUA,707,BL 1 AP 1002 - TAQUARA - RIO DE JANEIRO - RJ ;24726;4;
Cliente Ficticio 3028;AV DR MORAES SALLES,  1169, ED ARAGUAIA, APT 152 - CENTRO - CAMPINAS - SP ;27560;4;
Cliente Ficticio 3029;R STO ADALBERTO,   453, CASA 3 - JARDIM FRANCA - SAO PAULO - SP ;31918;4;
Cliente Ficticio 3030;R JOSUE FARIA,     2 - JACUTINGA - MESQUITA - RJ ;9704;4;
Cliente Ficticio 3031;R IUGOSLAVIA,   173 - VILA SANTA MARIA - AMERICANA - SP ;1934;4;
Cliente Ficticio 3032;AV WALDEMAR CARLOS PEREIRA,  1693 - VILA TALARICO - SAO PAULO - SP ;23273;4;
Cliente Ficticio 3033;QNL, QD 10, BL D, APT 313 - TAGUATINGA NORTE - BRASILIA - DF ;20380;4;
Cliente Ficticio 3035;R NEREU RAMOS,   217, CASA 1 - JARDIM UTINGA - SANTO ANDRE - SP ;9931;4;
Cliente Ficticio 3036;R STA ALEXANDRINA,   124, APT 603 - RIO COMPRIDO - RIO DE JANEIRO - RJ ;21970;4;
Cliente Ficticio 3038;R SEN NILO COELHO,   345 - RESIDENCIAL PARQUE CUMBICA - GUARULHOS - SP ;23869;4;
Cliente Ficticio 3039;R SERRA DE SAO DOMINGOS,  1181 - VILA CARMOSINA - SAO PAULO - SP ;25578;4;
Cliente Ficticio 3040;R STA HELENA,   819 - FELIPE CAMARAO - NATAL - RN ;30924;4;
Cliente Ficticio 3041;R AMERICO VESPUCIO,   197 - PARQUE IMPERIAL - BARUERI - SP ;14425;4;
Cliente Ficticio 3042;R SUB OFC JULIANO,   291 - GALEAO - RIO DE JANEIRO - RJ ;15305;4;
Cliente Ficticio 3043;R NICOLAU FLORENZANO,   506, AX A - UVARANAS - PONTA GROSSA - PR ;15996;4;
Cliente Ficticio 3044;R BENEDITO LOPES VIEIRA,   148 - VILA REGINA - ITAPETININGA - SP ;4914;4;
Cliente Ficticio 3045;R DR NELO ROSATI,   321, BL 94,   ACESSO 13, APT 42 - JARDIM ALVORADA - SANTO ANDRE - SP ;12402;4;
Cliente Ficticio 3046;R JOSE BRAS MOSCOW,  1091, ED SQUALUS, APT 202 - PIEDADE - JABOATAO DOS GUARARAPES - PE ;29504;4;
Cliente Ficticio 3047;R BLUMENAU,   196 - VILA LEOPOLDINA - SAO PAULO - SP ;23058;4;
Cliente Ficticio 3049;R BOM PASTOR,   863 - OSVALDO CRUZ - SAO CAETANO DO SUL - SP ;6979;4;
Cliente Ficticio 3050;R DOMINGUES RIBAS,   481 - MONCAO - TAUBATE - SP ;19044;4;
Cliente Ficticio 3051;QR, QD 01, CJ A, CASA 48 - CANDANGOLANDIA - BRASILIA - DF ;31064;4;
Cliente Ficticio 3052;R SEBASTIAO NEPOMUCENO,   303 - ITAPOA - BELO HORIZONTE - MG ;20000;4;
Cliente Ficticio 3053;R IPES,    13 - JARDIM MONTE VERDE - ARARAS - SP ;24720;4;
Cliente Ficticio 3054;R WALDEMAR NEVES GUERRA,    97 - RADIO CLUBE - SANTOS - SP ;22848;4;
Cliente Ficticio 3055;R MARIA DA FE,31,  B CASA 1 - JD BANDEIRANTES (ZONA NORTE) - SAO PAULO - SP ;18779;4;
Cliente Ficticio 3056;R DR COUTINHO,   933 - CENTRO - ITAPETININGA - SP ;10772;4;
Cliente Ficticio 3057;R BURITIS,    46 - CANDELARIA - BELO HORIZONTE - MG ;12427;4;
Cliente Ficticio 3058;R D EXPEDITO LOPES,  2250, ED ILUMINATOS, BL B, APT 1702 - DIONISIO TORRES - FORTALEZA - CE ;44222;4;
Cliente Ficticio 3059;R DR CANDIDO MACHADO,  1751 - AZAMBUJA - CRUZ ALTA - RS ;5673;4;
Cliente Ficticio 3060;R M.M.D.C.,   611, BL CIELO, APT 35 - PAULICEIA - SAO BERNARDO DO CAMPO - SP ;10263;4;
Cliente Ficticio 3062;AV CASPER LIBERO,    84 - VILA OSASCO - OSASCO - SP ;19981;4;
Cliente Ficticio 3063;R 3,00,QD 29 LT 08 - JD AMERICA - ANAPOLIS - GO ;24258;4;
Cliente Ficticio 3065;AV GEN CAMARA,   910, APT 202 - LUDKE - CRUZ ALTA - RS ;28977;4;
Cliente Ficticio 3066;R AGENOR ANTONIO RODRIGUES,  2299 - SITIO CERCADO - CURITIBA - PR ;22325;4;
